,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,payment_type_x0_AA,payment_type_x0_AB,payment_type_x0_AC,payment_type_x0_AD,payment_type_x0_infrequent_sklearn,employment_status_x0_0.0,employment_status_x0_1.0,employment_status_x0_2.0,employment_status_x0_3.0,employment_status_x0_4.0,employment_status_x0_5.0,employment_status_x0_6.0,housing_status_x0_BA,housing_status_x0_BB,housing_status_x0_BC,housing_status_x0_BD,housing_status_x0_BE,housing_status_x0_BF,source_x0_0.0,source_x0_1.0,device_os_x0_linux,device_os_x0_macintosh,device_os_x0_other,device_os_x0_windows,device_os_x0_x11
email_is_free,-0.005799130146673751,-0.06489799372628462,-0.04629099163827456,-0.09915522595257639,0.01081262574500081,-0.008079029916248537,-0.021240033820264556,0.014623726854252112,0.00474088133354788,-0.0007753028392776473,0.03018666979736431,0.00215943954344259,0.041516598009311595,-0.03504013775623294,1.0,-0.01645567256464794,0.042122100320053375,-0.018625090810782074,-0.022243924879099364,-0.04055104495698965,0.043534245962024994,0.03326919587234388,-0.015087517310208532,0.010407449770015578,-0.04172748658592096,0.014881929089815137,-0.01736930073983213,0.008234224931740572,-0.002875663527940073,0.013919354741543618,0.02067782946456048,-0.022012970576361184,0.011607983945137524,-0.0046599917183221,0.014519065353067536,0.008286314011578453,0.014100013788220742,0.014619592292068304,-0.06621289565396252,0.009438239777517203,0.08695934860093026,0.027247500199153996,-0.06790493874191186,-0.0006614276612222357,0.001948500268715268,-0.0019485002687156085,0.13184166088252275,0.0022462460059023514,-0.14289393836513956,0.009911340026817537,0.011171201600666097
phone_home_valid,0.010850159712807506,-0.010322181243131265,0.04893575875673107,0.1307591452242424,0.22171398330763445,-0.055048519276105976,0.01752453058164953,-0.015182247106934563,-0.039552296306100944,-0.0410969037577402,-0.04173999228072134,0.049068924655373346,-0.15406796142377385,0.016626260992022864,-0.01645567256464794,1.0,-0.27955373081889034,0.01049273285509607,0.10158593309792978,0.01653474950279435,0.0036216409901490237,-0.044836113286786224,0.035193535882081614,0.01181097768039479,0.045970790533406636,-0.02546730107361972,0.017694001724265364,0.06859601705840929,-0.06545079842407638,-0.03742983738530419,-0.01862281824130183,-0.10933509822199469,0.03653794339783042,0.13024311998079804,0.008749351398498513,0.0014945551028698355,0.043033712859820224,0.0029796739438265373,0.03491223717078513,0.07870093863071226,-0.05568060484593146,0.007212002690244167,-0.05810321977713447,0.017017819734871986,-0.020008421344861495,0.020008421344861624,0.01861282016441461,-0.03060546339657328,-0.04978449041251372,0.051227618616560444,-0.010647761570684759
phone_mobile_valid,0.006784484564673852,0.024181450192690076,-0.04411586369470497,-0.07586525903524512,-0.15103908775326372,0.011971216395497995,0.043320167336371875,0.0065919751821486286,-0.012452410934968738,-0.02216900469670218,-0.024728931114798725,-0.011346042512051766,0.09399371886384686,0.009292367111581911,0.042122100320053375,-0.27955373081889034,1.0,-0.0318963255106841,0.009130063720565346,-0.010696453992930103,0.0026391499044440842,-0.009285536236667233,0.030884429521421067,-0.06430375555134787,0.034176641700725124,-0.02472178737891446,0.05134616491035591,-0.026906233252238444,-0.03340675462626165,0.013849263972535122,0.008032948873360072,0.09328052042830366,0.0007108124965911146,-0.16029656266908518,-0.019327347223752487,0.010353631237229086,-0.04192993953840777,-0.019330235844617436,-0.07949919806528619,-0.027297646306709385,0.04281543145760167,0.009444072281524272,0.05119376284583271,-0.011852649120054548,0.03281096530841689,-0.032810965308416824,0.03576502236154361,0.005761396625816539,0.037393185585100235,-0.08121688071776463,0.0006858593612636213
bank_months_count,-0.029332346066775247,0.013962645882196286,0.32184937027013827,0.10128719955641619,0.012810547910122856,0.01788303701142102,0.015484242188157278,0.03371893098989625,-0.017446769408488355,0.005514586893490896,-0.0060578602728066176,-0.0020555043524011045,-0.043977618024646135,-0.06265860851387434,-0.018625090810782074,0.01049273285509607,-0.0318963255106841,1.0,-0.03989185384163267,-0.06545306775129804,-0.005705915303767586,0.022080164572722466,-0.0348738373913902,-0.0010411046635362801,0.008510770578387781,0.02979678415574575,0.03406551558793022,-0.09085740039178689,0.10577132733274501,-0.052922506496120444,0.001440564401442683,-0.004571663548279381,-0.010776789109472135,0.03660870987390216,0.009369714027542357,-0.0006204372216150539,-0.01357964186192544,0.00032555495397565957,0.03848967960659669,-0.00690052434481416,-0.07280862507279053,-0.016393253362073337,0.06980133157491959,-0.002116263426231868,-0.021526196136116237,0.021526196136116425,-0.01590115516360944,-0.016515231684122104,0.007445812436372521,0.023267902466561997,-0.030105243942203208
has_other_cards,0.07909121633407393,0.005152401672923341,-0.029440624789609994,0.040635609954102286,0.11720331971712057,-0.05140689949543413,0.10651281613305488,-0.014524116300774232,-0.041959468657174204,-0.04878865542831933,-0.08997643363037719,0.029696236227337466,-0.056759567406842855,0.1727444865801558,-0.022243924879099364,0.10158593309792978,0.009130063720565346,-0.03989185384163267,1.0,0.10886299133081337,0.0028204864366798035,-0.08076561089497294,-0.08748970376509381,-0.04008306772928771,0.09112977708149296,-0.04143931552259882,0.12889495979079585,-0.011746336864726223,-0.06029417861587603,-0.07740603936569114,-0.0121089919826363,0.009148206556854234,-0.0034210411969916943,0.015383270707101099,-0.02039313016045161,-0.030232893977721373,0.008735235106121567,0.010524320513008306,0.030179440744978317,0.013169975516440708,0.023773137504705662,-0.0008437785071893537,-0.07522935428519731,0.011408697099574941,-0.02133974699495248,0.02133974699495333,0.028948940176071008,-0.0017440277337455608,0.02502661913291309,-0.05531360999629646,-0.007271285296949696
proposed_credit_limit,0.11014977957307995,0.07458597075789931,0.002318463912240752,0.11617705993879394,0.1357031276498873,-0.06936368297362036,0.06635583270801629,-0.01320818227344601,-0.030802844763041466,0.0062661327103611004,0.029743084314750378,0.009090848711988508,-0.05138813162701137,0.5960338522148305,-0.04055104495698965,0.01653474950279435,-0.010696453992930103,-0.06545306775129804,0.10886299133081337,1.0,0.022906774434943582,-0.023977939182855786,-0.019231518500164278,-0.0266345356549992,-0.04924135192708625,0.07021436189135195,-0.007963815838953149,0.04194067719702665,-0.054969742831974124,0.02298866927041524,-0.014568674860350298,0.08751403896807632,-0.01978345336311208,-0.008367736643757333,-0.050962694457077684,-0.0605980825322474,-0.06469878717324766,0.010417066519556858,0.2907900183916863,-0.09213764735465173,-0.08207788456205439,0.005924512415879988,-0.0706544805297405,-0.013613602700527742,0.017852110928907993,-0.01785211092890828,-0.08682602194208643,0.012759272778057324,-0.012514470249677839,0.10117470115708105,-0.00926279005646749
foreign_request,0.020433591656200525,-0.012885829129568373,0.0092295016702606,-0.002162628675602739,0.02539333841940989,-0.009249851891643391,0.00023481989488551567,0.0005555719989428237,0.0172822674642524,0.01897778502868052,0.02252081252659383,-0.00226672703591913,0.004320261202865808,0.029635566527317907,0.043534245962024994,0.0036216409901490237,0.0026391499044440842,-0.005705915303767586,0.0028204864366798035,0.022906774434943582,1.0,-0.007861737880910843,0.0037237470110916817,0.004318136685809164,-0.02384964980859517,0.02432610645203356,-0.0005442269567025611,0.005136526564354538,-0.01760920442312634,0.014418908357924387,0.03192453167143583,-0.012089211909970319,0.03725662400580616,-0.0008215490762176277,0.003831048746118287,-0.015284762521773602,-0.027240637804959278,-0.002569801283532682,0.020159715807957845,-0.01971618180309859,0.006002553918645441,-0.003342670178148366,-0.0043445871779056715,0.011331986496138239,0.01482222715806959,-0.014822227158069893,0.03406493853265422,0.00848552839281613,-0.06503330701936076,0.030446462386214748,-0.005485121982731932
session_length_in_minutes,-0.056583863160583704,-0.0033155743931340548,-0.057704535713966526,-0.03740881058972736,0.026856671556813372,0.05013071267563177,-0.00020409552296052022,0.02722828948009272,0.05335727180624167,0.05788808824231218,0.07330101148727577,-0.024919500412853568,-0.02615222983890832,-0.06716812936883608,0.03326919587234388,-0.044836113286786224,-0.009285536236667233,0.022080164572722466,-0.08076561089497294,-0.023977939182855786,-0.007861737880910843,1.0,-0.05872724574663013,0.07386214189278807,-0.08603899355982521,-0.000577548613159648,0.023476968835584183,-0.043869109167400874,0.021286751940123822,0.00492191144384901,-0.0036753287287815445,-0.040822136167531095,-0.0028772043425066307,0.03951114251223254,0.033106460727256336,0.007231907952601889,0.025462608885765226,-0.008168237521753769,-0.04111034020530368,0.009773638974673277,0.04822565797239176,-0.0034332133731650666,-0.03415565429245229,0.0238206046335215,0.014279995584252778,-0.014279995584253533,0.01892982330196393,0.008020005241219461,-0.06849885764357846,0.04587566802076124,0.017532406668890516
keep_alive_session,-0.046340282415475234,0.028704591831579068,-0.023366581342767572,-0.03822437430377535,-0.031823575304713976,0.004758367435710245,-0.014709540672968197,0.04233194523173235,0.028888583393842284,0.022979377796682545,0.08537812237661044,-0.012106811207838061,0.0531430003353018,-0.04188334042559378,-0.015087517310208532,0.035193535882081614,0.030884429521421067,-0.0348738373913902,-0.08748970376509381,-0.019231518500164278,0.0037237470110916817,-0.05872724574663013,1.0,-0.046312402249855625,-0.07694453197076939,-0.0413734761467579,-0.013496471680050007,0.016966426889663655,-0.02787951424887845,0.03146512204311161,-0.014259153977856667,0.001078276251269215,0.03204895029845945,-0.04171486448878843,-0.0349362222576113,-0.014149259171385186,0.022157547626137034,-0.018083796603586208,-0.057421416439160336,0.03858019732471925,-0.0010926752246882203,0.03019283342626043,0.0008527985324946834,-0.0027742319217400253,0.08472320492246961,-0.08472320492247025,0.03261504693858475,-0.0581553535683988,0.04481235594213525,-0.053731999889219485,0.001167537344569522
device_distinct_emails_8w,-0.01069025700834872,-0.018099023221682106,0.03273515827018022,0.011830485075668399,0.017955281563505544,-0.011711024380858652,-0.04046976642998186,0.02104134638769659,0.012438032522106575,0.016057244276140317,0.0425885446165342,-0.015931160143036256,0.0031632956324966002,-0.043182200088344426,0.010407449770015578,0.01181097768039479,-0.06430375555134787,-0.0010411046635362801,-0.04008306772928771,-0.0266345356549992,0.004318136685809164,0.07386214189278807,-0.046312402249855625,1.0,-0.04658109403969944,0.060815799326722826,-0.052141932048847955,0.012734588880848368,0.02276207875703101,0.02216288757596709,-0.002877486565592283,0.017434781519645937,-0.031228528641986556,0.030634848109437986,-0.004225814548545418,-0.011737158700285997,-0.002114525242985137,-0.0020344340534850067,-0.003567312627241594,0.0337463064462439,-0.021947475420670985,-0.0018946261834257491,-0.006121588271862745,-0.005576092645131941,0.1353369984212016,-0.13533699842120198,0.019529964579731728,-0.0064501905820416134,-0.04219521581293371,0.028605782617370804,-0.004026281455876658
month,0.06647109206827777,-0.04638277469534204,0.03781629105092541,0.010793474932708382,0.010247478813017507,-0.020533017776355363,-0.025500893282325614,-0.19600744677255072,-0.29341349623565627,-0.3818955274678059,-0.7869549750621526,-0.008268839619530217,-0.16650607466115408,0.1681824940899248,-0.04172748658592096,0.045970790533406636,0.034176641700725124,0.008510770578387781,0.09112977708149296,-0.04924135192708625,-0.02384964980859517,-0.08603899355982521,-0.07694453197076939,-0.04658109403969944,1.0,0.0042124262921697546,-0.05548341295433316,0.08003476278357095,0.02747987955110577,-0.07889463958222181,-0.012999169173432365,0.059780340649599764,-0.10240512008960535,0.01447798042247104,0.010027976481978309,0.008419832705056437,0.016943014736234732,-0.018687322453892225,0.043490495558579464,0.02723485639541852,-0.016905777224649296,-0.013463084271759346,-0.04601119130714966,-0.0034993723016602807,-0.010064475118167429,0.010064475118175603,-0.05241750019606766,0.038688637833541345,0.006966390582679898,0.02627902810233722,0.012340498653242294
is_fraud,0.03210810439598571,-0.059077890925782924,0.042753657686971404,0.0354803311911853,0.054365645516641165,-0.008180729085701008,-0.008065249336077615,0.019658363864220398,-0.01797859920124269,-0.02656561537809092,0.0005866190276948693,-0.00857620875356111,-0.0419026674933256,0.057252449706175955,0.014881929089815137,-0.02546730107361972,-0.02472178737891446,0.02979678415574575,-0.04143931552259882,0.07021436189135195,0.02432610645203356,-0.000577548613159648,-0.0413734761467579,0.060815799326722826,0.0042124262921697546,1.0,-0.025567039169499615,0.009563053771421753,0.022374137698081144,-0.00898604082159437,-0.0022350645727757024,0.01598005034091204,-0.014784889551080623,0.011982445745776069,-0.008155233532971996,-0.007483970722108205,-0.009131224457132141,-0.0015802303068815377,0.12651027083115912,-0.00961585997491848,-0.050965800641474414,-0.006649489005039158,-0.04295880481230863,-0.004331185165093925,-0.0049503161821205285,0.004950316182120503,-0.03453126938135665,0.02817007814529218,-0.03437491666670974,0.0612185523542752,-0.008903278145268912
