,income,name_email_similarity,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,x0_AA,x0_AB,x0_AD,x0_infrequent_sklearn,x0_CA,x0_CB,x0_CC,x0_CD,x0_CE,x0_CF,x0_CG,x0_BA,x0_BB,x0_BC,x0_BD,x0_BE,x0_BF,x0_INTERNET,x0_TELEAPP,x0_linux,x0_macintosh,x0_other,x0_windows,x0_x11
bank_months_count,-0.02894658354049095,0.010388914681255202,0.0713298017113997,-0.00045155944480693047,0.04231986556087629,0.051669579225127236,0.0371343717125102,-0.013870670097111404,0.015288040358543222,0.006783785266858041,0.027066464211874385,-0.033173853566595045,-0.0831145593710775,-0.006816793329719047,0.014556576429973527,-0.029305478778925264,1.0,-0.03836411508542026,-0.07842500383035239,-0.006599896142819283,0.03931257427842199,-0.0287264532302148,0.012939388074664254,-0.007353415026829217,0.028595088990601772,0.08146129348454911,-0.05707817228140646,-0.03020020297607152,0.003327447787311155,-0.005914268102496148,-0.012018788080776893,0.037078729449772564,0.01030030998181486,0.013343209643813867,-0.018566811029234267,-0.011307559410552667,0.013636427896912813,-0.007108618217797083,-0.0654723267160002,-0.009500613009171308,0.07881816457142399,-0.0029072512076815903,-0.024596715163394383,0.024596715163394286,-0.011484079063573863,-0.009343230341979553,0.002548360619270456,0.02182817447625572,-0.036450881879969685
has_other_cards,0.07793352832353594,0.006103978814480242,0.03431651094763591,0.12481717539824158,-0.04285903502850232,0.11045176054659459,-0.019815508195186095,-0.051040901500280275,-0.06783140968450947,-0.10701169527416853,0.022282348151172776,-0.06812893213543077,0.16598604860464858,-0.015043132782903812,0.0982777212571085,0.024150717584590364,-0.03836411508542026,1.0,0.0934227318576647,0.009466105589072243,-0.07544019861331229,-0.10260047449371759,-0.02796709694062077,0.10861853146149643,-0.04197540162951866,0.1316493565331618,-0.0448933288055628,-0.10052855533307845,-0.027972632114193326,0.01978947381563432,-0.016641288971851503,0.0066850782301029685,-0.015190599478142618,-0.03669680187793866,0.018042462711873875,0.023566816211084734,0.029633866246849817,0.010635515765215037,0.03900185805789744,-0.0017233383949626483,-0.08674190337093945,0.010315271471728574,-0.01722564344264134,0.017225643442643372,0.03714207953909519,0.005602079447335584,0.01644324728616605,-0.05944294535273435,-0.0003821645871489423
proposed_credit_limit,0.1168286296514592,0.08734211558134507,0.10931141532787475,0.1415396107093719,-0.06251676820422676,0.060155501507527555,0.0004544453380818696,-0.03883727651076452,0.008712213861111812,0.03765463928568728,0.0025271774369386864,-0.0476195189581818,0.5851378133538115,-0.029970645328062144,0.018566378764908555,-0.0013514829463560929,-0.07842500383035239,0.0934227318576647,1.0,0.019348411365322712,-0.005905400322704115,-0.026571716749587724,-0.022824948565555087,-0.05466688439660259,0.08792765496399212,-0.03155098817624447,0.023964583531145164,0.014931231287790208,-0.01532831337191102,0.08444093505388851,-0.02499161466881515,0.0007367137890876692,-0.04352037225318236,-0.06388255545281449,-0.06420197115207898,0.024964636824421862,0.2798454433396667,-0.08580724812622859,-0.07052330331845551,0.010516062833716195,-0.081396861010326,-0.011536222897692655,0.001292818301553633,-0.0012928183015547333,-0.0835907474259236,0.021487762271203283,-0.015941016628855147,0.09862887204012423,-0.022249081645819742
foreign_request,0.02629906991478041,-0.005941357394948463,0.010872797674264013,0.034664354237486435,-0.010462157091298507,-0.0032166077385108586,-0.004822271223879143,0.015423066524549691,0.024916577624980073,0.02463852019377327,-0.00752100486263592,-0.003560207745849029,0.03333144075807429,0.04677907792362652,0.01102960567360284,-0.010831259670882342,-0.006599896142819283,0.009466105589072243,0.019348411365322712,1.0,-0.0019762428649074738,-0.0065557168031904435,0.0025302764595319994,-0.027509247589668752,0.03166384770496267,-0.0071114841917971836,-0.004410710263968327,0.01426052877466362,0.0030280594859952684,-0.024015495091485026,0.04605257830928881,0.004668711572347055,0.01577257639608335,-0.013668326509861328,-0.0347486292162531,-0.0021915232668696934,0.020513822293716896,-0.014058886883258464,0.003657845129763842,0.0010601996677207842,-0.010290388566282048,0.015782586019670045,0.011198797999466178,-0.011198797999466678,0.039185114413306826,0.001551658397733855,-0.06873030978163912,0.03223511279729719,-0.004338453995616558
session_length_in_minutes,-0.06024628168786561,-0.005409518366893304,-0.025980158768575783,0.029491462522962763,0.03292940256041016,0.005456551594939428,0.01971085952351933,0.05523834480596071,0.04694713728236792,0.06992133235446303,-0.025029184447110244,-0.021986796225567286,-0.05377619157903343,0.020991906956196314,-0.04538583499923909,0.0008185683452117051,0.03931257427842199,-0.07544019861331229,-0.005905400322704115,-0.0019762428649074738,1.0,-0.07930248769279391,0.06071431367670153,-0.07809344216640869,0.003313989034048016,0.03848175206816818,-0.03908832149315777,0.01249968431131643,-0.022595507798003643,-0.03245668570143829,-0.006809233563818607,0.03738315780576304,0.036740649068812276,0.01060454963583582,0.013659068746681087,-0.010408660326776373,-0.03214565083242196,0.008225116478651151,0.040967944626447664,-0.0008194548769687428,-0.03017662582119788,0.011584887404160886,0.005918033736017454,-0.005918033736018933,0.016140459651392342,0.01551128196166364,-0.07101147441430578,0.04406571362526387,0.03223438173604252
keep_alive_session,-0.04744853826429005,0.03790421353258116,-0.033659961947200515,-0.03848663283685933,-0.0012744179211038056,-0.021760773612569097,0.04297050508539632,0.036677666979208094,0.02648297241388807,0.09196047614969478,-0.017303367987696442,0.0566806630095264,-0.04735812998653814,-0.00881469321967124,0.025993305838867154,0.034669622384592806,-0.0287264532302148,-0.10260047449371759,-0.026571716749587724,-0.0065557168031904435,-0.07930248769279391,1.0,-0.06737453422348924,-0.09659940759491041,-0.03668824117730908,-0.025525733167949153,0.008579636134731946,0.028394485182737985,-0.01569353441964188,0.00825646545176504,0.039459615416039685,-0.0363257721219864,-0.052976262437707755,-0.02306058227512716,0.004838597015383929,-0.015233770312123964,-0.04795641571558858,0.03347782252272569,-0.014057683308052755,0.03283721619627284,0.012027353989146389,0.0008988917853517535,0.05696533407488584,-0.056965334074887644,0.012770900336137857,-0.060396090316883394,0.07072377679408522,-0.05612770592886073,-0.008412443966624075
device_distinct_emails_8w,-0.007820642061528021,-0.029849167755562973,0.010840094243359737,0.02598585100442217,-0.013914879391014096,-0.045062789034792085,0.02294440928371445,0.01631134867648756,0.01965323922841994,0.04787813258707776,-0.013808894572802747,0.003997893420820073,-0.03515666291724991,0.008153768249003336,0.007000367358829226,-0.06912765687774562,0.012939388074664254,-0.02796709694062077,-0.022824948565555087,0.0025302764595319994,0.06071431367670153,-0.06737453422348924,1.0,-0.05603983316567663,0.055793131863440946,-0.0600008274807616,0.029463351741712936,0.03013303368214059,0.02055925053579296,0.015878888112659067,-0.021686550811369925,0.03613830170855023,-0.014665141671449012,-0.02229498527609541,-0.0027363741191373686,-0.0018030061632751894,-0.003191451604319404,0.026855866902866097,-0.01798132293186959,0.01163128384234347,-0.008135201766919429,-0.006251731837471475,0.055549835464065084,-0.05554983546406648,0.02207680985034855,-0.015102118006153473,-0.03148962196716135,0.01853235711517152,-0.0018798308596613563
month,0.056728284917747306,-0.04476845636938265,-0.009080627950384562,0.006893910476408759,-0.01953746398893529,-0.016820320413104977,-0.20661799576767367,-0.2982624319492566,-0.38712533169731894,-0.7945659493449576,0.0016306287642306352,-0.17917310851236973,0.1608244741959856,-0.025604705679388107,0.051165570037336204,0.029799099047859975,-0.007353415026829217,0.10861853146149643,-0.05466688439660259,-0.027509247589668752,-0.07809344216640869,-0.09659940759491041,-0.05603983316567663,1.0,0.003490203515629285,-0.04859916882789473,0.1128170592396677,-0.08915064294122889,-0.006346651156351084,0.06190536099424926,-0.11278412774320086,0.018896676846214235,0.010598762113334567,0.013537669090373287,0.027924929875812375,-0.011024601913661574,0.023364065438934798,0.03858965867032376,-0.004460836493410883,-0.012879436385250135,-0.05311565206342008,0.0017396634080873135,0.0034772174688678095,-0.0034772174688478207,-0.06206148186133663,0.04767743579379084,0.004980318947914993,0.031908182765857086,0.017107017756398623
is_fraud,0.03123995153815509,-0.06836339754072153,0.04077527766296375,0.05928080913120139,-0.007058335290569337,-0.00045299516920572607,0.026947257370844004,-0.027265570485377987,-0.01572260677013495,0.004039955209334129,-0.0007662072780751823,-0.04678728217293478,0.06467938443194758,0.011431666012429452,-0.02865641697560475,-0.017528425235524357,0.028595088990601772,-0.04197540162951866,0.08792765496399212,0.03166384770496267,0.003313989034048016,-0.03668824117730908,0.055793131863440946,0.003490203515629285,1.0,-0.023423477059007335,0.02804253697130433,-0.007311611737216532,-0.0011865473383878985,0.015578226812857828,-0.01281431150621712,0.0011816752065571146,-0.014269020457242241,-0.002811784573965974,4.277272653750135e-05,-0.0012002183876019662,0.14775603290658848,-0.012510437587092353,-0.06238267753514818,-0.0021646960973521713,-0.04518419864082738,-0.004161629426745602,0.006133178452263918,-0.00613317845226381,-0.03873399245359197,0.019591756674932393,-0.025729417452436065,0.05997275008364632,-0.008608485287936257
x0_AA,0.03337355569747344,0.03347233174958382,0.0702788807047478,-0.04737296787362075,0.12380396153353687,0.7126758619162252,-0.037703168856551915,0.038122218727071375,0.07429393275193767,0.035163520293634606,0.08414442389359868,-0.035852408463153455,-0.0752261561161274,-0.025563496987901956,-0.0021952444880403007,0.04981359356253373,0.08146129348454911,0.1316493565331618,-0.03155098817624447,-0.0071114841917971836,0.03848175206816818,-0.025525733167949153,-0.0600008274807616,-0.04859916882789473,-0.023423477059007335,1.0,-0.6958922488026351,-0.3139994217611802,-0.11239653826750583,-0.0020145144306912928,0.03125294360670672,-0.029437574807796435,0.005888508656445426,0.04250532355370341,-0.06285403190071381,0.017838974497088933,-0.042288624305821525,-0.16630581904039854,0.09176754210333789,0.021218265740330828,0.0996328211984085,-0.001738756218376607,-0.020867660322965033,0.02086766032296418,-0.036170494494583864,0.022940327139177777,0.11973869089412291,-0.111343362943501,0.04670013498711669
x0_AB,-0.07594013348734603,-0.043433518047167725,-0.046523083790087814,0.09236041330742208,-0.09654062902281942,-0.5052953164666235,-0.010243043855468367,-0.056913099009715105,-0.07039578495843407,-0.10364806499005368,-0.015800356996671722,-0.037127732026594744,0.07388455549583484,0.008384620721620734,0.053206106159023984,-0.04750071944055821,-0.05707817228140646,-0.0448933288055628,0.023964583531145164,-0.004410710263968327,-0.03908832149315777,0.008579636134731946,0.029463351741712936,0.1128170592396677,0.02804253697130433,-0.6958922488026351,1.0,-0.40303150238911906,-0.14426569777489084,-0.007384413103307761,-0.057945896068798464,0.060396460676312706,-0.000244393341099037,-0.029037135683067036,0.08707157634342806,-0.012414004079112183,0.038261247665791996,0.17142737007784936,-0.09028057526187838,-0.008930547143063669,-0.1072973247362366,-0.005029696792827284,0.011722004818488589,-0.011722004818486464,0.02722836683639212,-0.025684807036366487,-0.07583510505029972,0.07253501633789441,-0.03353190626095221
x0_AD,0.06098880860586315,0.019076004495612517,-0.021113702446232518,-0.06911381635064708,-0.033414309146065344,-0.21233529519805916,0.07262114900950228,0.026347166052555583,0.0016238157653297818,0.09607180094006013,-0.06538091076224292,0.0967704139129839,-0.0040770477263816505,0.024646070011382026,-0.061791592312672165,0.013452718609112114,-0.03020020297607152,-0.10052855533307845,0.014931231287790208,0.01426052877466362,0.01249968431131643,0.028394485182737985,0.03013303368214059,-0.08915064294122889,-0.007311611737216532,-0.3139994217611802,-0.40303150238911906,1.0,-0.06509534451523474,0.00794606200047886,0.04336893721315863,-0.04418952783581819,-0.003871319442586091,-0.011863838971808345,-0.040915133924926315,-0.005601427676898406,0.006909408372621734,-0.02649429809515219,0.0074777070645473094,-0.018092183906721425,0.021343663667666872,-0.008903726687911607,0.014314261940667157,-0.014314261940668956,0.002701061892478383,0.00577936668366462,-0.04936086024188606,0.04993894451067826,-0.014578012536329385
