,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,payment_type_AA,payment_type_AB,payment_type_AC,payment_type_AD,payment_type_AE,employment_status_CA,employment_status_CB,employment_status_CC,employment_status_CD,employment_status_CE,employment_status_CF,employment_status_CG,housing_status_BA,housing_status_BB,housing_status_BC,housing_status_BD,housing_status_BE,housing_status_BF,source_INTERNET,source_TELEAPP,device_os_linux,device_os_macintosh,device_os_other,device_os_windows,device_os_x11
velocity_4w,-0.0551188059571208,0.0369632845081295,0.029171996971289808,-0.008192367759962528,-0.007391343850852773,0.01872942389069185,0.033298826773230455,0.22627074816539097,0.2933031198147919,0.381665715013608,1.0,0.014160905411752842,0.18123537099786893,-0.16490416685037637,0.03018666979736431,-0.04173999228072134,-0.024728931114798725,0.006140610837461805,-0.09024313448310008,0.029743084314750378,0.02252081252659383,0.07356781436354924,0.08537812237661044,0.04276499453123398,-0.7869549750621526,0.0005866190276948693,0.04987549350366084,-0.06649106157593201,-0.04429271203610276,0.08953026307798831,0.003765516384570861,-0.056919490991788876,0.0941475583324195,-0.008549616918485988,-0.003988705567315367,-0.010129543041650955,-0.017608990114714354,0.014380088464744487,-0.04283206244771146,-0.027000325646609605,0.01913111663154564,0.02438901322848154,0.03999456964324916,-0.013849415454207767,0.030936539240185256,-0.018090595094408423,0.04173966232233427,-0.04095775144813773,0.007224534517665871,-0.030830476963999664,-0.0033300152496479616
bank_branch_count_8w,0.00344728565497931,-0.011681323109130481,-0.014408288682750542,0.04574762903890866,0.05591239471479267,-0.023747937649609155,0.10496612815683039,-0.009041971975618502,-0.011942333447325343,0.03861708547695457,0.014160905411752842,1.0,-0.027435438273677146,-0.016386671277910138,0.00215943954344259,0.049068924655373346,-0.011346042512051766,0.02649949651239667,0.02963391621189107,0.009090848711988508,-0.00226672703591913,-0.025043454594763034,-0.012106811207838061,-0.015867925882906232,-0.008268839619530217,-0.00857620875356111,0.14370923438942315,0.07759422654111615,-0.22295740879553372,-0.014810596681762598,0.011557960509048438,-0.03579540450233481,0.01348232947876523,0.009653667585570458,0.004814545550303004,0.03873979360256929,0.010887425129225616,-0.0061784058463960215,-0.01477595767966061,0.005924877942696126,-0.007098993524525819,0.018628129695376545,0.00816019345949751,0.008570947332513987,0.011927487403646313,-0.009673625791637547,0.0072541320274050036,0.0023029902167609386,-0.0005245016302086294,-0.010465750200844635,0.010752352285696676
date_of_birth_distinct_emails_4w,-0.027220925961849166,0.03161099939291965,-0.03646491062279015,-0.18246781469390194,-0.4272648375771835,0.03090713740945792,-0.020729798468973416,0.09282327145323917,0.06341235128341514,0.07606881311807877,0.18123537099786893,-0.027435438273677146,1.0,-0.11969446730044266,0.041516598009311595,-0.15406796142377385,0.09399371886384686,-0.03587280711907791,-0.05577925340371509,-0.05138813162701137,0.004320261202865808,-0.02603855532886594,0.0531430003353018,0.003427676341641398,-0.16650607466115408,-0.0419026674933256,-0.02141205378190266,-0.02407763511826216,-0.018207903986594817,0.08864075162535492,0.010723844727902483,0.06451035417103089,0.03690180666909314,-0.23421579252252692,0.014610595737395432,-0.0022830261532300077,0.01510244202894691,0.00303598400029542,-0.1465225696283528,-0.05195648041704578,0.07832653952765165,0.018740502778018732,0.09177934194867539,0.019396609467016317,0.03045365874341325,-0.030162426814945693,0.011844722690743026,-0.018806720848702205,0.05451699157583448,-0.060090228316902534,-0.007829894030109348
credit_risk_score,0.16157949232668428,0.04550515284645644,-0.00857061992804962,0.07746838740132299,0.1654669707639638,-0.07665432662575962,0.010427192578829153,-0.0857602544906604,-0.1076838970625089,-0.11143741384696128,-0.16490416685037637,-0.016386671277910138,-0.11969446730044266,1.0,-0.03504013775623294,0.016626260992022864,0.009292367111581911,-0.08477493297715419,0.1730729366671557,0.5960338522148305,0.029635566527317907,-0.06730842143035458,-0.04188334042559378,-0.04338458492985698,0.1681824940899248,0.057252449706175955,-0.06183588928181192,0.062499700875403234,-0.007591738900642805,0.0019844293161480216,-0.0026806656463945156,0.11004924796771627,-0.03990921204544756,0.013630928139766182,-0.07522300150140147,-0.05705263370030742,-0.07813031650222649,-0.002230927048736325,0.30324237670743054,-0.10507831220131529,-0.03955255517012682,0.013572339038509285,-0.12621446354872765,0.00020244491898827594,0.009102542686972873,-0.003559340671749021,-0.09676295245114791,0.02058583570503848,-0.009550614532865613,0.10449171744631164,-0.008657132905963292
email_is_free,-0.005799130146673751,-0.06489799372628462,-0.025807669859326234,-0.09893270246270569,0.0107708190149783,-0.008079029916248537,-0.021240033820264556,0.014623726854252112,0.00474088133354788,-0.0007753028392776473,0.03018666979736431,0.00215943954344259,0.041516598009311595,-0.03504013775623294,1.0,-0.01645567256464794,0.042122100320053375,-0.00950174912002958,-0.02192303644444372,-0.04055104495698965,0.043534245962024994,0.03372132712598466,-0.015087517310208532,0.010622706596672677,-0.04172748658592096,0.014881929089815137,-0.01736930073983213,0.008234224931740572,-0.002875663527940073,0.013919354741543618,0.02067782946456048,-0.02224194715415831,0.011607983945137524,-0.0046599917183221,0.014519065353067536,0.008286314011578453,0.014100013788220742,0.014619592292068304,-0.06621289565396252,0.009438239777517203,0.08695934860093026,0.027247500199153996,-0.06790493874191186,-0.0006614276612222357,2.1317877952316576e-05,-0.0019485002687156085,0.13184166088252275,0.0022462460059023514,-0.14289393836513956,0.009911340026817537,0.011171201600666097
phone_home_valid,0.010850159712807506,-0.010322181243131265,0.0267136163518521,0.13050421280155866,0.22286372039540742,-0.055048519276105976,0.01752453058164953,-0.015182247106934563,-0.039552296306100944,-0.0410969037577402,-0.04173999228072134,0.049068924655373346,-0.15406796142377385,0.016626260992022864,-0.01645567256464794,1.0,-0.27955373081889034,0.014739007884681635,0.10124806781302795,0.01653474950279435,0.0036216409901490237,-0.0450008342058796,0.035193535882081614,0.0119842053794258,0.045970790533406636,-0.02546730107361972,0.017694001724265364,0.06859601705840929,-0.06545079842407638,-0.03742983738530419,-0.01862281824130183,-0.11200317566402132,0.03653794339783042,0.13024311998079804,0.008749351398498513,0.0014945551028698355,0.043033712859820224,0.0029796739438265373,0.03491223717078513,0.07870093863071226,-0.05568060484593146,0.007212002690244167,-0.05810321977713447,0.017017819734871986,-0.01866424430484751,0.020008421344861624,0.01861282016441461,-0.03060546339657328,-0.04978449041251372,0.051227618616560444,-0.010647761570684759
phone_mobile_valid,0.006784484564673852,0.024181450192690076,-0.018233527101562976,-0.0756871473069892,-0.15234042018540037,0.011971216395497995,0.043320167336371875,0.0065919751821486286,-0.012452410934968738,-0.02216900469670218,-0.024728931114798725,-0.011346042512051766,0.09399371886384686,0.009292367111581911,0.042122100320053375,-0.27955373081889034,1.0,-0.029142673297556158,0.009456431871207129,-0.010696453992930103,0.0026391499044440842,-0.009255915967969642,0.030884429521421067,-0.06437557523030284,0.034176641700725124,-0.02472178737891446,0.05134616491035591,-0.026906233252238444,-0.03340675462626165,0.013849263972535122,0.008032948873360072,0.09225239318048978,0.0007108124965911146,-0.16029656266908518,-0.019327347223752487,0.010353631237229086,-0.04192993953840777,-0.019330235844617436,-0.07949919806528619,-0.027297646306709385,0.04281543145760167,0.009444072281524272,0.05119376284583271,-0.011852649120054548,0.03548809371117943,-0.032810965308416824,0.03576502236154361,0.005761396625816539,0.037393185585100235,-0.08121688071776463,0.0006858593612636213
bank_months_count,-0.030236045086386946,0.011084192977871676,0.031082920223079923,0.0739514422796971,0.001378783392986148,0.038101114461731714,0.05119752481855831,0.03647255174691057,-0.013525892023922162,0.016254267313849522,0.006140610837461805,0.02649949651239667,-0.03587280711907791,-0.08477493297715419,-0.00950174912002958,0.014739007884681635,-0.029142673297556158,1.0,-0.03801022227058833,-0.07949392043303309,-0.007643777384940937,0.036452976337418695,-0.03347445358655698,0.01235320725910242,-0.00549015123344922,0.024887391433383057,0.08089769915243036,-0.05316624108764975,-0.00047002576189878175,-0.03342192477866656,0.0030815576848525106,-0.012529189196654739,-0.009360060553889306,0.04084274959876709,0.007673365646440974,0.012815907287136863,-0.017701568196242173,-0.011090417528905832,0.014849239022269934,-0.010345527653410095,-0.06474396711314263,-0.008458847516854353,0.07996555219156544,-0.002769134148589624,-0.011580525558475973,0.01888487742660651,-0.011241767417887657,-0.008949732155207921,0.0003770146458199117,0.023398432898050877,-0.035644744728658424
has_other_cards,0.07950834196414658,0.004823823036636567,-0.046775549648887936,0.040234254150699165,0.11645121196693176,-0.05151164545437414,0.10707899401263136,-0.014779911793563564,-0.04208874340191048,-0.049032869063119974,-0.09024313448310008,0.02963391621189107,-0.05577925340371509,0.1730729366671557,-0.02192303644444372,0.10124806781302795,0.009456431871207129,-0.03801022227058833,1.0,0.10956120573780982,0.002863728739377763,-0.08172975124588386,-0.08839529840906026,-0.040469025160304886,0.09172833529426476,-0.041447911902803225,0.12933093217804673,-0.012125283057770591,-0.06025043839097489,-0.07748224986113714,-0.01211273041414846,0.006934469608955832,-0.00316968230818633,0.015449384091283026,-0.020563851210103866,-0.029685010342612915,0.008966629484723713,0.010536464867592243,0.030028236967166718,0.01347263104699298,0.024111521050965104,-0.0007182742226258305,-0.0759837058742133,0.011428554372356362,-0.018686391165986183,0.02162379675299069,0.02925499497573347,-0.0021667052295248944,0.025455601890087946,-0.05587988709027321,-0.007254629363714163
proposed_credit_limit,0.11014977957307995,0.07458597075789931,0.025408348557554878,0.11593687421010432,0.1367567694561085,-0.06936368297362036,0.06635583270801629,-0.01320818227344601,-0.030802844763041466,0.0062661327103611004,0.029743084314750378,0.009090848711988508,-0.05138813162701137,0.5960338522148305,-0.04055104495698965,0.01653474950279435,-0.010696453992930103,-0.07949392043303309,0.10956120573780982,1.0,0.022906774434943582,-0.024116706640110196,-0.019231518500164278,-0.02703234718962896,-0.04924135192708625,0.07021436189135195,-0.007963815838953149,0.04194067719702665,-0.054969742831974124,0.02298866927041524,-0.014568674860350298,0.08527405548427638,-0.01978345336311208,-0.008367736643757333,-0.050962694457077684,-0.0605980825322474,-0.06469878717324766,0.010417066519556858,0.2907900183916863,-0.09213764735465173,-0.08207788456205439,0.005924512415879988,-0.0706544805297405,-0.013613602700527742,0.015920276819941213,-0.01785211092890828,-0.08682602194208643,0.012759272778057324,-0.012514470249677839,0.10117470115708105,-0.00926279005646749
foreign_request,0.020433591656200525,-0.012885829129568373,0.029314834958011758,-0.0019516192981821555,0.025840729268076384,-0.009249851891643391,0.00023481989488551567,0.0005555719989428237,0.0172822674642524,0.01897778502868052,0.02252081252659383,-0.00226672703591913,0.004320261202865808,0.029635566527317907,0.043534245962024994,0.0036216409901490237,0.0026391499044440842,-0.007643777384940937,0.002863728739377763,0.022906774434943582,1.0,-0.00785551641017569,0.0037237470110916817,0.0043453660200115495,-0.02384964980859517,0.02432610645203356,-0.0005442269567025611,0.005136526564354538,-0.01760920442312634,0.014418908357924387,0.03192453167143583,-0.01123435282597025,0.03725662400580616,-0.0008215490762176277,0.003831048746118287,-0.015284762521773602,-0.027240637804959278,-0.002569801283532682,0.020159715807957845,-0.01971618180309859,0.006002553918645441,-0.003342670178148366,-0.0043445871779056715,0.011331986496138239,0.010871367144618841,-0.014822227158069893,0.03406493853265422,0.00848552839281613,-0.06503330701936076,0.030446462386214748,-0.005485121982731932
session_length_in_minutes,-0.056752674317576225,-0.0030950222095842434,-0.008945149122652393,-0.03745355583521371,0.026566643405117975,0.0499110768892656,-0.00037207236671450575,0.02743770927102487,0.05339945289114683,0.05807107367461016,0.07356781436354924,-0.025043454594763034,-0.02603855532886594,-0.06730842143035458,0.03372132712598466,-0.0450008342058796,-0.009255915967969642,0.036452976337418695,-0.08172975124588386,-0.024116706640110196,-0.00785551641017569,1.0,-0.05875013751962808,0.07585704629861331,-0.0862021229854031,-0.0005729065427139001,0.023226673746573518,-0.043947377153989366,0.02168975612504774,0.004845568928495567,-0.003674873836067934,-0.04355978267493124,-0.002728208180494819,0.03965978483694355,0.033120506095079126,0.0072408098052538054,0.025478189201463556,-0.008168844940056989,-0.04129349333689776,0.009969572438219016,0.048003659372632304,-0.003426582719674998,-0.033886126166296535,0.023826686722353874,0.02110384848013516,-0.01776823994682503,0.018974624103540002,0.008032931412629176,-0.06892910667474143,0.046221251554247895,0.017539711658483347
keep_alive_session,-0.046340282415475234,0.028704591831579068,0.007326745519582017,-0.03841112149075882,-0.031788463511677766,0.004758367435710245,-0.014709540672968197,0.04233194523173235,0.028888583393842284,0.022979377796682545,0.08537812237661044,-0.012106811207838061,0.0531430003353018,-0.04188334042559378,-0.015087517310208532,0.035193535882081614,0.030884429521421067,-0.03347445358655698,-0.08839529840906026,-0.019231518500164278,0.0037237470110916817,-0.05875013751962808,1.0,-0.04615269697716847,-0.07694453197076939,-0.0413734761467579,-0.013496471680050007,0.016966426889663655,-0.02787951424887845,0.03146512204311161,-0.014259153977856667,0.0014289857409458765,0.03204895029845945,-0.04171486448878843,-0.0349362222576113,-0.014149259171385186,0.022157547626137034,-0.018083796603586208,-0.057421416439160336,0.03858019732471925,-0.0010926752246882203,0.03019283342626043,0.0008527985324946834,-0.0027742319217400253,0.07445122807623065,-0.08472320492247025,0.03261504693858475,-0.0581553535683988,0.04481235594213525,-0.053731999889219485,0.001167537344569522
device_distinct_emails_8w,-0.010849516660866592,-0.018429506033645533,0.034141064040942054,0.011699210712467706,0.017877499470385833,-0.011682861080963973,-0.04039476628806301,0.02078402284209034,0.012548703769667767,0.015775696300647617,0.04276499453123398,-0.015867925882906232,0.003427676341641398,-0.04338458492985698,0.010622706596672677,0.0119842053794258,-0.06437557523030284,0.01235320725910242,-0.040469025160304886,-0.02703234718962896,0.0043453660200115495,0.07585704629861331,-0.04615269697716847,1.0,-0.046825590668667656,0.06084240131471601,-0.0520578133952037,0.012828613130715151,0.02253854691696411,0.02222759666670887,-0.002874297083231434,0.014819026666207887,-0.031168980931720203,0.030673906396732908,-0.004199946108792674,-0.011713341103456983,-0.0020796018932787166,-0.0020321788716355666,-0.004046063645382591,0.03390365709281129,-0.021782878778150112,-0.00186999269871494,-0.0060470109345396855,-0.005569914390815837,0.10512182019768776,-0.13788398225397613,0.019650913269296306,-0.006412946257161047,-0.04245387144713849,0.02871240652708782,-0.004012345660181363
month,0.06647109206827777,-0.04638277469534204,-0.005064142013745856,0.010154112599586398,0.010288553983694939,-0.020533017776355363,-0.025500893282325614,-0.19600744677255072,-0.29341349623565627,-0.3818955274678059,-0.7869549750621526,-0.008268839619530217,-0.16650607466115408,0.1681824940899248,-0.04172748658592096,0.045970790533406636,0.034176641700725124,-0.00549015123344922,0.09172833529426476,-0.04924135192708625,-0.02384964980859517,-0.0862021229854031,-0.07694453197076939,-0.046825590668667656,1.0,0.0042124262921697546,-0.05548341295433316,0.08003476278357095,0.02747987955110577,-0.07889463958222181,-0.012999169173432365,0.060692731711687764,-0.10240512008960535,0.01447798042247104,0.010027976481978309,0.008419832705056437,0.016943014736234732,-0.018687322453892225,0.043490495558579464,0.02723485639541852,-0.016905777224649296,-0.013463084271759346,-0.04601119130714966,-0.0034993723016602807,-0.026724291999542377,0.010064475118175603,-0.05241750019606766,0.038688637833541345,0.006966390582679898,0.02627902810233722,0.012340498653242294
is_fraud,0.03210810439598571,-0.059077890925782924,0.03848286920650276,0.03529071472557062,0.055318342218316795,-0.008180729085701008,-0.008065249336077615,0.019658363864220398,-0.01797859920124269,-0.02656561537809092,0.0005866190276948693,-0.00857620875356111,-0.0419026674933256,0.057252449706175955,0.014881929089815137,-0.02546730107361972,-0.02472178737891446,0.024887391433383057,-0.041447911902803225,0.07021436189135195,0.02432610645203356,-0.0005729065427139001,-0.0413734761467579,0.06084240131471601,0.0042124262921697546,1.0,-0.025567039169499615,0.009563053771421753,0.022374137698081144,-0.00898604082159437,-0.0022350645727757024,0.01741467610650086,-0.014784889551080623,0.011982445745776069,-0.008155233532971996,-0.007483970722108205,-0.009131224457132141,-0.0015802303068815377,0.12651027083115912,-0.00961585997491848,-0.050965800641474414,-0.006649489005039158,-0.04295880481230863,-0.004331185165093925,-0.012002632832508506,0.004950316182120503,-0.03453126938135665,0.02817007814529218,-0.03437491666670974,0.0612185523542752,-0.008903278145268912
